datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,City,Temp_Range,Heat_Index,Severity_Score,Condition_Code,Month,Season,Day_of_Week,Is_Weekend,Health_Risk_Score
2024-09-12,1726118933.0076995,85.0534170203779,70.51113154133427,76.65925873906231,90.5734896128398,69.49693974492315,79.60553880026843,69.67275612799311,81.68013271453513,0.10821097594650918,20.059606531043393,16.299050847412897,['rain'],0.0,0.0,15.984586690720658,8.661675896382178,66.38876846996584,1008.2466800927709,42.123378731174526,12.145835010751524,186.87766766383461,16.721235646760633,5.9179630667934155,9.126224723451875,07:09:18,1726162120.682942,19:36:43,1726153961.6715968,0.33036782430244743,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Dallas,13.687842954534538,78.79605834958865,2.8977906197980925,,9.0,Fall,Thursday,False,10.383997638394773
2024-09-10,1725922904.385706,89.99296280958949,70.53325244373976,78.2854605265678,89.87892498453216,69.98131320921821,80.33964531368416,58.23389586138606,52.80889223834078,0.048217496387621225,26.367848173965314,20.995981691918093,['rain'],0.0,0.0,19.335766767890437,10.649454721141277,46.99735388099134,1013.3743242485209,39.00108094538158,11.933598401735747,286.96513452554797,24.61074931988033,9.007090223031236,10.501430094430924,07:16:26,1725966718.714673,19:44:38,1726003020.8610978,0.2481054597175851,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Antonio,18.75115306789329,80.25798177793848,3.663937088424189,,9.0,Fall,Tuesday,False,9.884950586152199
2024-09-15,1726372874.3947,71.59277083736215,62.49157706768379,69.31395453158171,73.17665995351709,63.7711545647879,69.89926219911052,60.28439013247766,80.58806078971989,0.020223423718492114,2.8464219868517437,-0.44889547626669146,,0.0,,7.289324785057234,10.642678222655904,300.7978227082874,1009.7673283390105,0.03718965828593479,15.190870442245542,273.1937778770208,23.57553631902478,8.942430471697836,11.338598465257569,06:32:44,1726448946.4839616,18:54:02,1726420333.057522,0.44462587908332585,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Diego,9.639115630364259,71.52938803615682,2.648496281399771,0.0,9.0,Fall,Sunday,True,9.181115274227249
2024-09-16,1726417826.1734638,98.99652196339017,86.88382191917758,91.91241908201187,101.71418710452735,86.20994031009114,93.75831587266428,62.53870869431772,41.48530889627564,-0.008463335662771253,11.50682123831214,-0.06956691177660088,,0.0,0.0,17.50670347388347,11.486675645135993,228.5836084236277,1008.1564029997784,11.583256992890128,14.642453613294483,246.21055898083188,21.30635766544593,7.925249370215332,30.93992978516772,06:12:49,1726506605.9893618,18:32:33,1726499565.8167803,0.48321667161873266,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,11.749978294658622,94.12878780979442,3.327027174184149,0.0,9.0,Fall,Monday,False,10.711753028964807
2024-09-13,1726263003.3396277,82.65124696731974,56.74844194080404,68.81593813684884,81.7384040943698,58.68492275813059,70.7327386583873,54.40307118254812,57.92992432570225,-0.0006185905407475997,-3.76858870893943,-0.5371215763294679,,0.0,0.0,16.476606787214735,9.18629662642636,309.3154847288423,1007.6259406468374,2.158716356962247,14.774609750987572,254.10317987964945,23.267409884954148,7.901668837919817,11.316001009126625,06:48:27,1726268986.1950812,19:17:25,1726245624.0447571,0.37674619973862283,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,24.422925403611885,75.31968590823902,3.136022889057407,0.0,9.0,Fall,Friday,False,9.438679856667065
2024-09-11,1726027267.7715018,78.78252218017407,76.14847546780793,77.90668753979442,80.0939326541869,76.86189926711535,77.31423427642675,74.51047996935695,90.45058949545265,0.3593533541583848,76.20631297298038,21.479935762256417,['rain'],0.0,0.0,19.197360102432274,11.878078741155901,61.67262861719152,1008.7960325011688,81.31671429714045,8.24917992457881,11.420198963564722,1.1783154875282462,-0.13392943255073547,10.70763642497927,07:04:18,1726021489.1551454,19:31:04,1726078091.5426533,0.2541447461385095,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,fcst,Houston,1.6765868989514023,78.96354046217583,2.1071396641846163,,9.0,Fall,Wednesday,False,9.942960156978462
2024-09-12,1726185854.9596348,102.89014441989895,82.89955314709216,90.48570222055014,97.05372371631836,79.51148179883101,88.56677722780891,40.868748595396056,18.530341956150707,-0.003001623709227024,-0.7683336071491422,0.01411311139314211,,0.0,0.0,21.107335860320187,10.833484827751272,209.6484044207419,1000.7184366559555,0.6959653362774421,15.189730105526289,272.5208874383331,23.85043240542625,9.127081329218473,9.969011630834352,06:10:09,1726166406.5836196,18:38:04,1726267919.885443,0.30866791310985975,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,21.374637605616922,86.98577947927423,3.883017220680718,0.0,9.0,Fall,Thursday,False,9.381160367938952
2024-09-11,1726022666.659716,82.94901890063686,62.40691911799485,72.4370263354426,83.05500817823321,60.382350057386965,71.85968057758802,59.66250484219502,63.658926753579216,-0.0029462908283027587,2.522373529452475,0.009043473733463129,,0.0,0.0,8.583847018294575,5.806136142241438,218.73333918049653,1021.7010411409575,14.860352794502875,14.77574902771276,255.09105966623287,21.87699591104315,5.932485384489591,9.525540474952264,06:38:22,1726081148.2980206,19:15:10,1726094321.398442,0.21522910405843926,Clear,Clear conditions throughout the day.,clear-day,,fcst,Philadelphia,23.231156462114473,75.56977415875515,2.065115040773452,0.0,9.0,Fall,Wednesday,False,8.769847111121669
2024-09-13,1726139552.8326592,100.95931883744444,76.3116657892619,88.87396476607609,97.67458102796847,78.23934221688084,86.58960744454463,42.35718644602202,20.259013940792734,-0.021212977764620063,1.9199616487202833,0.3381914375692717,,0.0,0.0,14.252590213788569,7.298201721012065,197.11712370617636,1006.1363949452721,8.857592503839799,15.163695493564308,269.8960574779114,23.131871276774174,8.831318068711264,10.520797312740104,06:10:49,1726192237.8162124,18:36:41,1726227182.155644,0.36310723998184397,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,23.527625393851988,85.8289717834536,3.098611503946608,0.0,9.0,Fall,Friday,False,9.269534337142153
2024-09-13,1726186729.7613695,81.01477044490905,66.47133488158788,75.09570604060913,82.7452866612065,66.94476066979418,76.32584853796764,61.20066064383627,58.23019581862948,0.0012591312346192669,7.918698371377422,5.178216381894991,['rain'],0.0,0.0,13.999894742267264,9.963717760948168,105.92422881548586,1018.4119273935943,20.689754124709236,14.926963960647093,238.39885676143496,21.24553906606579,6.939034580871594,8.4835917351197,06:29:12,1726224183.4739802,19:02:37,1726252539.0674162,0.36137446868314693,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,13.774084665231031,77.63960413628851,2.7856982297952615,0.0,9.0,Fall,Friday,False,9.415620763664418
2024-09-11,1726027102.3793688,84.23489027873451,61.29690218304352,72.83840232008166,83.40769572043406,61.23201474090158,72.16309914442348,57.26286710441037,61.49043555620672,0.004604895759502371,0.8648761679454642,0.046056705284291746,,0.0,0.0,7.131676443768768,4.898185061257157,191.491072852001,1022.0639712842571,7.886729911018358,15.367683681782237,259.34422442177356,22.27732293633366,5.921318461620986,9.45422824895034,06:38:22,1725985956.5049462,19:15:10,1726134547.3440068,0.23034995060724708,Clear,Clear conditions throughout the day.,clear-day,,fcst,Philadelphia,22.964647341203605,76.46205990271264,2.0328103951399146,0.0,9.0,Fall,Wednesday,False,8.925153406259673
2024-09-19,1726731647.8043375,96.73322370200333,81.86599988827786,88.74019958069924,93.82691968369988,80.99150519965372,84.47583333137325,28.530817095954074,11.752134557532301,0.013718119835706514,5.185941137442397,-0.8467228815675105,,0.0,0.0,11.886489728515498,8.615222661224937,268.0033601871447,1008.3970442432767,10.034333960922336,15.026526865860657,268.3185929835953,23.874506677831622,8.941256664625175,9.288910733322878,06:14:50,1726692216.0579395,18:28:24,1726769446.8827431,0.566105887601711,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,15.678707654418956,86.32777618975963,3.090482262717081,0.0,9.0,Fall,Thursday,False,8.90175103769165
2024-09-09,1725890552.0417602,82.84015758813281,75.63813943322296,78.23072581022993,84.71910833121132,75.22828701043048,79.40248249929229,66.3274526739908,64.25863021501522,-0.007307904229685857,4.871401771420317,0.6712574672643181,,0.0,0.0,18.814933808691574,10.918542803717921,283.21701066823925,1009.6940473070066,25.004774875393817,10.120552002633413,288.9483746659701,25.38999703126165,9.106348369451434,11.123187595560216,06:28:55,1725886291.0698237,19:02:06,1725989390.3083456,0.21345398380898412,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Diego,8.20642579162691,80.77296474520348,3.471391502201787,,9.0,Fall,Monday,False,10.383745704478105
2024-09-15,1726390112.9770186,77.31993690204237,60.308741932337846,66.23691496847094,78.16050106215174,59.130389823664046,65.9749924802391,48.040220198815675,56.91426985260755,0.0016133695578347577,5.448631239714067,-0.7708605741084555,,0.0,0.0,9.368731788100396,8.983932674415737,239.73185480885707,1012.5997352464914,1.0483331267758267,14.995162748322887,262.14257867145,22.06095485414443,7.906419814949457,8.756285837390728,06:50:06,1726475671.0423858,19:14:21,1726491388.232027,0.4274985453979862,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,19.71423574303677,78.09086441268154,2.540034198084763,0.0,9.0,Fall,Sunday,True,9.073382106342091
2024-09-10,1725931777.2555552,83.20088098565502,60.908427930908886,73.38018373526232,81.86994185202217,60.81585475041152,71.47010619326662,52.47740911854683,51.93092744004671,0.02221073018214863,1.0992639501419437,-0.2819433806304255,,0.0,0.0,13.62178770181033,8.1204231509448,192.32726141794507,1018.9553986785999,7.768827120349654,12.006806686455837,259.7648075145448,21.88503173953538,6.943420286993197,10.839260796659065,06:26:06,1726037928.3035593,19:07:49,1726005997.442038,0.2409393019609263,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,19.651821745769347,76.67538131824551,2.61669065780907,0.0,9.0,Fall,Tuesday,False,8.994908989203926
2024-09-13,1726169327.5690122,81.59211335430588,68.12103217176198,76.29800231814345,81.66718019420462,68.39940986692484,76.44447194995128,60.96232430500734,61.0986732537806,0.0166480696340125,7.86356155548348,4.847268680154431,['rain'],0.0,0.0,13.785951946786637,9.10842905253161,116.36234046450694,1018.224974954997,17.907098810316892,14.997406771720234,237.21501671971205,19.592948441778006,7.095872333239252,10.349770917223097,06:29:12,1726215525.273196,19:02:37,1726247611.0227952,0.3393300413260314,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,13.941846167781636,77.68014073980916,2.839539725712838,0.0,9.0,Fall,Friday,False,9.354842351230888
2024-09-15,1726357578.810611,74.61307562903711,67.61080297661046,69.75703703606793,75.08662458875666,67.74243047999451,70.6608475579891,60.46160319470873,68.17740072425121,0.008004322014405986,7.800348215771296,-0.19038340801404,,0.0,0.0,11.534075928004077,11.280244289646143,129.20580384012447,1027.2690340326146,39.65168785397066,15.001731920511535,166.0750299536473,13.025100056290821,5.066175488138845,10.36080542493095,06:37:12,1726360974.6347666,19:04:15,1726405877.9776793,0.4191022898162146,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,New York City,7.811682195534824,74.57941856657133,2.1630808841974933,,9.0,Fall,Sunday,True,8.843266131653706
2024-09-10,1725974243.5010166,79.2621120328882,60.01138059688063,67.66705654385291,80.42696867595573,59.18060901819715,67.17711732010304,56.51376281458848,71.46422154820095,-0.00628220801128267,-0.1059815690334172,-0.3250099339907886,,0.0,0.0,17.36377974229909,9.70404555460086,288.82180766565733,1012.6636057590549,15.940057502518236,12.304529062137922,280.4717268904978,24.266544467298274,8.897577802042022,9.577902362186563,06:45:59,1726010704.2675674,19:22:01,1726028520.245717,0.23271205218398858,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,20.48607714046262,73.4226342039725,3.525085668516493,0.0,9.0,Fall,Tuesday,False,9.80660148048186
2024-09-14,1726318553.2474697,80.50683884125002,69.08686793747835,71.3337211838976,81.19048535107893,65.95799271093766,71.94786006857167,60.442031461199186,64.3295908662727,0.01273027051005051,-1.376200219111234,0.15975983726878784,,0.0,0.0,13.704885795578793,8.611032426352628,129.11009859570893,1020.6516202525505,26.890500527683344,15.183543156859495,249.447247857139,21.58412729810531,6.144003166901619,8.67895609695842,06:36:13,1726235088.3394685,19:05:56,1726370683.8706715,0.40413098120131574,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,New York City,12.95943316887419,75.86459330576714,2.60357462372188,,9.0,Fall,Saturday,True,9.352132989009727
2024-09-19,1726693159.586972,81.20207331306324,69.61162986781588,73.44347813198353,80.44516042940694,69.3191374690228,72.80757687390575,60.51655773859349,65.19524160936894,0.18332269086984437,31.84213246778519,4.17550095146024,['rain'],0.0,0.0,8.340345736951763,9.381583565958286,148.63992074840857,1019.7650722867872,65.29165653157555,15.418978027781973,187.3654288326619,16.691517001797113,7.13556422427327,10.451657744342144,06:41:07,1726727357.7101464,18:57:29,1726836790.1203558,0.5502974710332744,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,New York City,11.968758527633776,76.70254115846355,2.1825750064047873,,9.0,Fall,Thursday,False,9.113730866974747
2024-09-15,1726421318.6939502,73.66134499026317,64.91499928533912,68.55123988361855,72.60142963843504,64.59155363532496,69.17696752243826,60.92430688645677,78.04271450599339,-0.0071180932115974295,2.166246292106638,-0.39379338627829136,,0.0,,6.490710690535421,10.685719363088388,300.76303565309286,1011.9498721823513,2.662706589949946,15.02394848372655,270.36433683363725,23.103348459034645,9.125092417366908,10.799794037387572,06:32:44,1726379125.6339338,18:54:02,1726464992.8659227,0.40317945584208553,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Diego,8.761467360714848,72.0159364765106,2.5158036816251514,0.0,9.0,Fall,Sunday,True,9.067770520785158
2024-09-21,1726916115.222617,93.32949295271942,79.17965172802936,84.47988769492345,93.14049123209035,77.29150531242183,88.29780019382127,68.1983270083741,61.78579214522792,0.012131673825008711,42.58956515680158,0.49841441278908116,,0.0,0.0,11.353596225920715,9.271993555247349,109.85123031338229,1014.5166058010351,9.18085747710484,15.148133711884665,268.74321133639575,22.3952642607743,8.04510226769764,30.44883959262506,07:09:37,1726917342.1675415,19:18:39,1726951133.562896,0.6109535512577424,Clear,Clear conditions throughout the day with storms possible.,clear-day,,fcst,Houston,15.91437209534344,89.44294587954329,2.804227684267237,0.0,9.0,Fall,Saturday,True,10.599127999391497
2024-09-21,1726868772.815051,76.41935772881513,57.31587971749162,65.9268537797354,78.0614600291613,55.68697761377593,64.90470046027478,50.892064167808016,57.54849301262066,-0.005223226488325963,-0.7778015385097573,0.6974052563698104,,0.0,0.0,4.933384094423249,7.810463167035593,186.92126566321372,1013.1610924852113,21.55399841105833,15.109311190728912,261.7379117316635,22.11696308884619,7.974113333560815,9.869964968671596,06:40:49,1726977590.0300443,18:50:20,1727021246.4143987,0.6386738196957961,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Los Angeles,20.892550723964014,77.76612204023711,2.0405149630345516,,9.0,Fall,Saturday,True,8.980268626399326
2024-09-13,1726220040.739866,83.23944629661892,58.43595853763839,68.30792928258113,82.4528446923974,58.920491213023794,71.34523496956758,52.49014429311039,62.70103343102398,-3.0136418115093418e-05,0.018197537916185617,0.7882437605024118,,0.0,0.0,15.662270015426293,8.646320777060579,294.0063110782441,1007.661222424038,0.9918713896154037,14.460464699233482,265.6853472902304,21.979411435198983,7.839874909406017,8.972658719918385,06:48:27,1726138308.6809697,19:17:25,1726310900.6123488,0.3555701897040801,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,24.271772940274992,76.37110299563136,3.175588699175784,0.0,9.0,Fall,Friday,False,9.725826700059082
2024-09-08,1725785450.228167,72.32043309086775,53.146474394190214,62.12400827054536,72.73140556709943,52.48216230486849,62.86559969897488,46.275879531207984,53.59847610808016,0.013335567550205462,-4.900828600664068,0.3133620210332974,,0.0,0.0,16.211668928390477,11.288638062141017,261.64786819126647,1020.4574129497996,16.872537788009147,10.201614016068921,251.15556881183107,21.78885159580469,7.793750626033985,9.437476701829274,06:24:03,1725806273.8093462,19:11:16,1725814944.8940804,0.20043282103114285,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,21.165600202363006,78.92741135126718,3.2786294608510853,0.0,9.0,Fall,Sunday,True,9.744076998760017
2024-09-16,1726422929.5595443,94.1291611473946,77.96198777498034,84.12823516714994,95.5072015639334,77.89685741693047,87.60169225775773,68.82672235459803,59.804527206961716,0.016503731878402837,39.84728713227049,7.931842527332803,['rain'],0.0,0.0,15.280462642318293,11.30510433482634,141.00680679041176,1011.8581684429645,35.16637065347192,15.091268882748068,267.62000551628375,23.554422742707377,7.987360289981431,30.406488629344953,07:06:57,1726501280.0092263,19:24:52,1726529582.760316,0.4353758574565493,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,,fcst,Houston,15.222992913553476,89.75864622637839,3.051416157360904,,9.0,Fall,Monday,False,10.918278269689392
2024-09-11,1725979910.012711,82.70519496994281,63.27255001542599,73.06430042737954,84.3598070796752,64.31675335116877,75.20312472592714,56.7608812116157,50.02567141692187,-0.0019419536366665558,4.275580354799308,-0.712912204877972,,0.0,0.0,14.001523043843584,8.54676261485116,167.16878888234226,1015.9886937236367,7.082818208031822,14.741899537864958,253.3629131503119,21.312544605601538,7.002117067724191,9.286682755007666,06:27:08,1726051742.4207795,19:06:05,1726124278.2948976,0.24588933814196082,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,19.681412739635434,76.58443695859822,2.8790926162280446,0.0,9.0,Fall,Wednesday,False,9.110626745588512
2024-09-21,1726912547.6648016,96.09268233299059,81.04465928322499,89.84217774843147,94.68182902203867,84.69875634541982,88.65423890749453,62.44411894649134,43.01512888246719,-0.005004048612198555,20.35883637249334,-1.3158311287729447,,0.0,0.0,21.39496112378149,11.340144033028782,164.82327129730862,1013.7671642271058,40.11741923484305,14.630289738872047,185.94780148553969,17.065551613837837,6.961064769444186,29.131488247972403,07:15:05,1726931824.6047356,19:24:32,1726976080.5456898,0.6189389180207944,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,Dallas,13.31945888916622,91.0028061471379,3.704218002785833,,9.0,Fall,Saturday,True,10.601874262957239
2024-09-16,1726445784.352276,93.46192225555575,79.33691330596689,85.1385053823476,97.6401510519306,79.24803201802148,88.26313058181374,69.25891383504158,63.33544601023955,0.021304254057827675,38.287795310166175,8.916737775854319,['rain'],0.0,0.0,15.249894681593226,11.071214361585303,137.44912344860165,1011.6133721993087,32.71893486041122,15.088297701203919,277.4059168775476,24.23590356806163,7.983453370229353,28.693967688341775,07:06:57,1726507689.3759255,19:24:52,1726494979.6689525,0.4827262102459177,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,,fcst,Houston,16.37483794828023,89.81822318697593,3.061252984212736,,9.0,Fall,Monday,False,10.982055989711515
2024-09-21,1726951438.2347121,96.23416525588566,82.32230612343007,90.65614098200923,95.08911251804648,84.05182562914054,89.05067973623233,64.17067754014447,42.928228879243065,0.00032180442989696684,17.865695556611396,0.11050173318768264,,0.0,0.0,21.19707198909722,11.388996785260954,159.91409588845767,1013.8093621545565,38.550800421420554,15.340104050806639,189.8378292477297,16.056893434796958,7.203270019509881,30.483222267058817,07:15:05,1726926838.5922854,19:24:32,1726971252.5665548,0.6093021402610925,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,,fcst,Dallas,14.718192507837687,90.95090005153767,3.665434534034596,,9.0,Fall,Saturday,True,10.541905463074219
2024-09-20,1726880065.343269,80.44219904647734,60.19332518448171,66.2437365496469,78.05678982022485,58.357105890644355,65.1110361041359,50.62158811327908,55.16375333312847,0.010989500381388554,-3.5688108516023624,-0.23791518019185393,,0.0,0.0,9.470006857087593,9.753691763688778,279.9552032050538,1011.245061633836,2.9187090445079558,14.82365392828291,242.29014797164118,20.27353097640603,8.24258675395074,10.464233579697252,06:54:15,1726764191.7190373,19:06:39,1726859117.6628885,0.599207433071061,Clear,Clear conditions throughout the day.,clear-day,,fcst,San Jose,21.73821732503081,76.00785705360872,2.449821275939782,0.0,9.0,Fall,Friday,False,9.195107759240045
2024-09-10,1725969279.1282964,106.90958500180925,81.72638612702103,92.37543414297777,101.81223020003863,79.4442835337216,89.69815809168058,39.61932739468966,14.34163039427052,0.02546764140538469,-1.446696598508819,3.072018363719101,['rain'],0.0,0.0,10.497976397706621,5.325367946043348,135.33772406414985,1007.1155436363038,2.3908198963916143,12.43144008941831,282.662846460793,23.81415439866379,8.835139724842406,11.041997107199599,06:08:49,1725940405.612544,18:40:48,1726021224.0092618,0.25692854987035174,Clear,Clear conditions throughout the day.,clear-day,,fcst,Phoenix,24.50403327661431,89.5327174302491,2.857325782646723,0.0,9.0,Fall,Tuesday,False,9.451120202008049
2024-09-20,1726844048.9772987,85.5744239380317,71.15902744007178,78.30980809779673,86.73070331749794,72.39664456529246,78.02262522979281,59.85507009811843,55.69648889481781,0.0012779671511876371,22.293844773013742,-0.6719197519293695,,0.0,0.0,13.70922688888189,7.971264082080357,39.775811034707374,1015.6471797748396,5.1798116931800955,15.477160367839693,211.33252548305845,17.588685079625524,7.043008039150089,8.06426538820219,06:36:27,1726892057.9700282,18:50:23,1726827591.6757987,0.6156853454797595,Clear,Clear conditions throughout the day.,clear-day,,fcst,Chicago,15.656413733376686,79.60295834274513,2.699272168429456,0.0,9.0,Fall,Friday,False,9.411837979249288
2024-09-19,1726680049.8999946,84.24013624521012,64.76779602094025,73.68957447090031,85.13011675078411,63.04076761696634,73.98518531262444,58.484939985849365,63.54412810800354,0.022041643388166225,22.36881351128195,7.327319281330042,['rain'],0.0,0.0,12.166006324485616,7.175320090646961,75.08497855625566,1018.875033043456,24.056282363750185,15.185213624954661,215.3077738189296,18.805948450223756,7.007746853128068,11.05798338534368,06:45:54,1726699018.7090096,19:01:57,1726753580.7425482,0.5699800689227413,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Philadelphia,21.57175879900178,77.40173752434838,2.713225138442384,,9.0,Fall,Thursday,False,9.449743232145858
2024-09-07,1725642511.6382637,87.44087277144214,62.597744476918386,72.89856751073194,88.90087055993095,60.18561855941272,73.38114215672908,60.49500763677537,66.87333234547418,0.005560261595964646,1.4553186169723866,0.8189024981039468,,0.0,0.0,15.95101991678908,8.820274494550315,330.1780948375642,1012.425532970232,13.901629007428328,9.74899397741629,266.3416356569863,23.718285597231638,9.100615113869745,11.00527204836727,06:43:31,1725719632.0725644,19:26:34,1725840921.6511393,0.15320232441301765,Clear,Clear conditions throughout the day.,clear-day,"['KSJC', 'KLVK', 'E6873', 'KHWD', 'KWVI', 'KOAK']",comb,San Jose,26.709373146172698,76.06265074551942,3.4289583061378464,0.0,9.0,Fall,Saturday,True,9.790119066163811
2024-09-11,1726021903.0963974,83.06676358651636,64.19264598368657,73.37153280196121,79.65567947807008,64.61058293115188,69.85036144387932,57.01348019969041,60.164162310574135,4.317737319796692e-05,-0.5600726407535725,0.36103197782342344,,0.0,0.0,12.516551925896671,8.441024474120418,164.5818698548645,1021.010372894493,13.567598565354512,14.852611878811022,263.1888302788965,23.457461544443536,6.258414529725097,11.091197935283633,06:33:18,1726023765.7382324,19:10:59,1726080309.8873615,0.2345795988891541,Clear,Clear conditions throughout the day.,clear-day,,fcst,New York City,15.702339924957327,75.82633971451742,2.3933405760495443,0.0,9.0,Fall,Wednesday,False,9.005120820387988
2024-09-17,1726497409.775717,74.33458308207787,62.31344413290898,68.54604503072153,75.730389210018,63.08609650818861,68.26585552984776,52.538197325254075,57.60345173870452,0.12631078079763314,44.730985695116,3.4283146915944815,['rain'],0.0,0.0,15.586384783698398,9.904870126487822,101.47226270151356,1026.9799828874225,71.56769881482431,15.450487731940163,226.64918879902567,19.116205772529916,8.326159021214846,10.107992776456904,06:39:09,1726591839.78815,19:00:52,1726655715.7174826,0.47919439516488643,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,,fcst,New York City,11.172449696676201,76.34324474603812,3.1567860965330325,,9.0,Fall,Tuesday,False,9.49169238337255
2024-09-21,1726913523.0719163,69.13653544598124,64.39148682769486,67.27787151133846,70.20711498866073,64.62754874315861,66.37431723382473,56.954040701525756,71.05612579166706,-0.008461487599595209,1.7160923147446143,0.9286064714471971,,0.0,,5.570926833025133,9.530472904800247,259.27608363833315,1012.892827731372,26.218939051735514,14.862941891163706,251.6493158276698,22.313071312766965,9.107271769778736,10.200237900358715,06:36:35,1726918200.8842914,18:45:55,1726964845.2876644,0.6334678233531081,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,San Diego,2.655914196815054,73.18014709723442,2.5252322086744416,,9.0,Fall,Saturday,True,9.096673008905016
2024-09-17,1726519846.1239283,92.97283173192798,75.05820378035845,82.76434209389116,93.01098030453885,74.39675316317926,84.33779613265656,63.8594195063879,61.17779439425426,-0.013260943182777707,24.621070268067186,-0.4101270602896842,,0.0,0.0,20.377632986808834,14.906859212128326,137.89040878661376,1011.4056093238477,39.304805545774435,14.889772964314291,281.02392557849447,23.721748922445336,8.005973240153446,10.196011936292878,07:20:03,1726600139.7619066,19:36:03,1726574751.7332132,0.5148987302223171,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,,fcst,San Antonio,18.87089018998086,86.63839074041859,3.608115028358365,,9.0,Fall,Tuesday,False,10.432905619497983
2024-09-21,1726909133.8327467,77.2691263942714,56.0544591931334,64.37616459235292,77.22966485758708,57.43225594142161,64.08402698987071,49.95642967648084,59.87670481550618,-0.00015515366986956753,2.242067292379474,0.19836675355028952,,0.0,0.0,4.206034889696234,7.5349945422167135,172.96820018127585,1012.6216815895393,26.23526317050223,15.138630126148225,258.02793838574917,21.982283113474878,7.945953594382654,9.1757190642063,06:40:49,1726940403.5734632,18:50:20,1726929409.174244,0.646809288536119,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Los Angeles,20.868664600831327,77.97833438889799,2.027405212158339,,9.0,Fall,Saturday,True,8.932032012455155
2024-09-19,1726722716.1854515,73.4294565293525,56.89334042105038,61.88567274228614,72.04707344097869,55.06485694536252,62.91819264107761,47.42537760049061,59.9486801329876,-0.000770119068098556,-2.4806820239323186,4.36969546906218,['rain'],0.0,0.0,5.664946068466899,8.522571170747247,156.15226064293174,1014.1571007438016,6.959600473872003,14.945526648872013,259.3438041661264,23.187030024605853,9.370697227196565,9.214077814062737,06:39:25,1726738557.840773,18:53:09,1726767517.6765692,0.5561630238623788,Clear,Clear conditions throughout the day.,clear-day,,fcst,Los Angeles,17.799477391726,79.31361290142543,2.3698936467223404,0.0,9.0,Fall,Thursday,False,9.250931775347166
2024-09-13,1726223873.0721612,87.48213288618663,64.17158573303924,74.37671035236333,82.72150887522741,64.47832514371456,73.35905649991447,58.73815622059708,64.49525850507683,-0.0043484686994671165,-1.1894895560532506,-0.0533328829013391,,0.0,0.0,9.868469843549834,5.5308307283054505,226.84474120500002,1021.6804353692187,25.169932041303223,15.09166237967113,252.62616286861874,22.0357039698963,5.8856035526364865,10.203809076935954,06:40:15,1726140478.1160967,19:11:53,1726349402.841016,0.3506521202687432,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,fcst,Philadelphia,21.102469976996975,76.70050374480483,2.174244849409017,,9.0,Fall,Friday,False,9.013377726676877
